0;2,878000
1;2,692000
2;2,684000
3;2,811000
4;2,807000
5;2,689000
6;2,702000
7;2,759000
8;2,692000
9;2,858000
10;2,848000
11;2,640000
12;2,630000
13;2,709000
14;2,674000
15;2,768000
16;2,813000
17;2,721000
18;2,789000
19;2,703000
20;2,675000
21;2,806000
22;2,656000
23;2,654000
24;2,693000
25;2,734000
26;3,038000
27;2,675000
28;2,788000
29;2,749000
30;2,722000
31;2,725000
32;2,682000
33;2,663000
34;2,812000
35;2,778000
36;2,745000
37;2,842000
38;2,738000
39;2,695000
40;2,707000
41;2,698000
42;2,743000
43;2,781000
44;2,648000
45;2,730000
46;2,744000
47;2,734000
48;2,724000
49;2,738000
50;2,690000
51;2,755000
52;2,732000
53;2,829000
54;2,646000
55;2,667000
56;2,808000
57;2,726000
58;2,755000
59;2,886000
60;2,735000
61;2,768000
62;2,697000
63;2,689000
64;2,715000
65;2,623000
66;2,721000
67;2,694000
68;2,768000
69;2,956000
70;2,741000
71;2,757000
72;2,768000
73;2,703000
74;2,713000
75;2,787000
76;2,712000
77;2,693000
78;2,763000
79;2,690000
80;2,738000
81;2,685000
82;2,648000
83;2,779000
84;2,776000
85;2,640000
86;2,720000
87;2,777000
88;2,631000
89;2,771000
90;2,745000
91;2,750000
92;2,793000
93;2,694000
94;2,637000
95;2,738000
96;2,797000
97;2,924000
98;2,695000
99;2,732000
100;2,696000
101;2,775000
102;2,543000
103;2,800000
104;2,648000
105;2,720000
106;2,733000
107;2,824000
108;2,847000
109;2,698000
110;2,751000
111;2,675000
112;2,698000
113;2,720000
114;2,706000
115;2,681000
116;2,640000
117;2,740000
118;2,765000
119;2,680000
120;2,695000
121;2,922000
122;2,801000
123;2,691000
124;2,794000
125;2,728000
126;2,760000
127;2,711000
128;2,741000
129;2,710000
130;2,724000
131;2,722000
132;2,769000
133;2,797000
134;2,755000
135;2,693000
136;2,679000
137;2,675000
138;2,685000
139;2,702000
140;2,698000
141;2,842000
142;2,712000
143;2,747000
144;2,774000
145;2,755000
146;2,739000
147;2,780000
148;2,780000
149;2,750000
150;2,666000
151;2,745000
152;2,736000
153;2,644000
154;2,697000
155;2,650000
156;2,797000
157;2,790000
158;2,834000
159;2,757000
160;2,633000
161;2,697000
162;2,751000
163;2,712000
164;2,782000
165;2,684000
166;2,778000
167;2,656000
168;2,784000
169;2,762000
170;2,656000
171;2,843000
172;2,767000
173;2,601000
174;2,724000
175;2,752000
176;2,699000
177;2,851000
178;2,694000
179;2,698000
180;2,706000
181;2,767000
182;2,776000
183;2,813000
184;2,717000
185;2,674000
186;2,744000
187;2,702000
188;2,759000
189;2,717000
190;2,750000
191;2,788000
192;2,694000
193;2,709000
194;2,747000
195;2,814000
196;2,646000
197;2,753000
198;2,694000
199;2,754000
200;2,806000
201;2,709000
202;2,706000
203;2,696000
204;2,776000
205;2,796000
206;2,614000
207;2,759000
208;2,838000
209;2,860000
210;2,705000
211;2,765000
212;2,841000
213;2,769000
214;2,685000
215;2,726000
216;2,733000
217;2,652000
218;2,640000
219;2,783000
220;2,664000
221;2,731000
222;2,678000
223;2,761000
224;2,715000
225;2,714000
226;2,858000
227;2,792000
228;2,708000
229;2,634000
230;2,660000
231;2,824000
232;2,741000
233;2,678000
234;2,691000
235;2,772000
236;2,600000
237;2,669000
238;2,681000
239;2,709000
240;2,887000
241;2,750000
242;2,752000
243;2,632000
244;2,735000
245;2,715000
246;2,613000
247;2,733000
248;2,692000
249;2,724000
250;2,703000
251;2,603000
252;2,741000
253;2,686000
254;2,702000
255;2,723000
256;2,644000
257;2,786000
258;2,596000
259;2,708000
260;2,756000
261;2,692000
262;2,720000
263;2,720000
264;2,648000
265;2,625000
266;2,738000
267;2,700000
268;2,675000
269;2,720000
270;2,684000
271;2,594000
272;2,609000
273;2,773000
274;2,738000
275;2,732000
276;2,653000
277;2,742000
278;2,675000
279;2,709000
280;2,817000
281;2,817000
282;2,645000
283;2,592000
284;2,686000
285;2,674000
286;2,674000
287;2,667000
288;2,789000
289;2,755000
290;2,728000
291;2,772000
292;2,754000
293;2,757000
294;2,646000
295;2,686000
296;2,688000
297;2,725000
298;2,599000
299;2,691000
300;2,787000
301;2,711000
302;2,780000
303;2,737000
304;2,731000
305;2,777000
306;2,646000
307;2,758000
308;2,743000
309;2,769000
310;2,596000
311;2,649000
312;2,846000
313;2,853000
314;2,648000
315;2,789000
316;2,654000
317;2,751000
318;2,722000
319;2,726000
320;2,803000
321;2,716000
322;2,664000
323;2,751000
324;2,754000
325;2,634000
326;2,711000
327;2,745000
328;2,713000
329;2,755000
330;2,613000
