0;0,208000
1;0,324000
2;0,237000
3;0,250000
4;0,262000
5;0,280000
6;0,296000
7;0,381000
8;0,280000
9;0,200000
10;0,137000
11;0,143000
12;0,144000
13;0,151000
14;0,155000
15;0,160000
16;0,165000
17;0,172000
18;0,181000
19;0,178000
20;0,184000
21;0,191000
22;0,196000
23;0,197000
24;0,202000
25;0,207000
26;0,213000
27;0,222000
28;0,224000
29;0,228000
30;0,251000
31;0,238000
32;0,243000
33;0,246000
34;0,257000
35;0,257000
36;0,269000
37;0,269000
38;0,269000
39;0,275000
40;0,284000
41;0,283000
42;0,291000
43;0,289000
44;0,304000
45;0,304000
46;0,358000
47;0,314000
48;0,318000
49;0,319000
50;0,315000
51;0,316000
52;0,328000
53;0,327000
54;0,334000
55;0,339000
56;0,343000
57;0,351000
58;0,358000
59;0,358000
60;0,419000
61;0,366000
62;0,372000
63;0,380000
64;0,712000
65;0,381000
66;0,390000
67;0,391000
68;0,401000
69;0,401000
70;0,407000
71;0,488000
72;0,418000
73;0,427000
74;0,429000
75;0,422000
76;0,442000
77;0,443000
78;0,455000
79;0,453000
80;0,452000
81;0,465000
82;0,467000
83;0,469000
84;0,480000
85;0,479000
86;0,482000
87;0,488000
88;0,493000
89;0,496000
90;0,508000
91;0,503000
92;0,510000
93;0,515000
94;0,520000
95;0,529000
96;0,547000
97;0,529000
98;0,540000
99;0,598000
100;0,549000
101;0,565000
102;0,559000
103;0,565000
104;0,568000
105;0,567000
106;0,583000
107;0,580000
108;0,591000
109;0,586000
110;0,587000
111;0,608000
112;0,601000
113;0,597000
114;0,612000
115;0,613000
116;0,627000
117;0,620000
118;0,632000
119;0,637000
120;0,963000
121;0,645000
122;0,653000
123;0,654000
124;0,661000
125;0,672000
126;0,670000
127;0,672000
128;0,677000
129;0,686000
130;0,690000
131;0,690000
132;0,696000
133;0,700000
134;0,709000
135;0,711000
136;0,710000
137;0,720000
138;0,720000
139;0,733000
140;0,742000
141;0,740000
142;1,018000
143;0,747000
144;0,750000
145;0,849000
146;0,773000
147;0,769000
148;0,773000
149;0,774000
150;0,780000
151;0,781000
152;0,789000
153;0,791000
154;0,803000
155;0,803000
156;0,806000
157;0,819000
158;0,815000
159;0,820000
160;0,823000
161;1,140000
162;0,836000
163;0,844000
164;0,887000
165;0,860000
166;0,854000
167;0,859000
168;0,858000
169;0,869000
170;0,875000
171;0,877000
172;0,887000
173;0,889000
174;0,879000
175;0,896000
176;0,895000
177;0,910000
178;1,202000
179;0,918000
180;0,919000
181;0,920000
182;0,942000
183;0,934000
184;0,952000
185;0,937000
186;0,947000
187;0,954000
188;0,958000
189;0,960000
190;0,962000
191;0,976000
192;0,981000
193;0,978000
194;0,984000
195;1,451000
196;0,992000
197;1,063000
198;1,007000
199;1,007000
200;1,020000
201;1,020000
202;1,023000
203;1,029000
204;1,005000
205;1,045000
206;1,045000
207;1,044000
208;1,050000
209;1,381000
210;1,057000
211;1,062000
212;1,120000
213;1,069000
214;1,077000
215;1,084000
216;1,081000
217;1,090000
218;1,103000
219;1,100000
220;1,108000
221;1,128000
222;1,131000
223;1,419000
224;1,120000
225;1,131000
226;1,132000
227;1,138000
228;1,143000
229;1,146000
230;1,148000
231;1,153000
232;1,163000
233;1,169000
234;1,172000
235;1,174000
236;1,179000
237;1,467000
238;1,190000
239;1,194000
240;1,230000
241;1,200000
242;1,226000
243;1,208000
244;1,209000
245;1,218000
246;1,224000
247;1,234000
248;1,232000
249;1,254000
