n;swaps;comparisons
56800;306916;1119881
56900;307643;1122042
57000;308118;1124002
57100;309312;1111371
57200;309429;1125566
57300;310278;1126101
57400;310622;1132949
57500;311315;1135660
57600;312016;1136664
57700;312425;1142222
57800;313106;1139852
57900;313913;1136047
58000;314544;1139916
58100;314765;1151878
58200;315797;1144411
58300;316258;1152174
58400;316801;1151144
58500;317651;1148411
58600;318035;1157360
58700;318573;1159084
58800;319274;1163178
58900;320174;1158144
59000;320700;1162260
59100;321225;1167746
59200;321748;1168144
59300;322678;1162463
59400;322984;1175436
59500;323904;1170684
59600;324267;1177684
59700;325026;1177377
59800;325950;1171604
59900;326309;1179467
60000;326766;1184766
60100;327517;1184094
60200;327875;1196297
60300;328715;1188703
60400;328948;1199317
60500;330225;1187334
60600;330432;1199396
60700;331036;1201916
60800;331725;1201015
60900;332311;1204113
61000;332809;1208708
61100;333558;1207241
61200;334314;1209530
61300;334880;1210742
61400;335503;1216986
61500;336086;1217335
61600;336592;1220027
61700;337411;1219436
61800;337844;1222955
61900;338766;1219621
62000;339271;1229078
62100;339690;1231118
62200;340641;1223737
62300;341067;1236572
62400;341764;1233254
62500;342461;1233059
62600;342689;1244523
62700;343552;1243714
62800;344219;1239814
62900;344841;1245192
63000;345346;1249292
63100;345987;1251173
63200;346923;1248961
63300;347225;1258599
63400;347974;1254851
63500;348698;1255267
63600;349167;1259482
63700;349735;1265450
63800;350378;1263488
63900;350796;1274053
64000;351486;1268762
64100;352142;1276651
64200;352793;1278386
64300;353530;1277196
64400;353996;1280635
64500;354788;1282989
64600;355150;1287282
64700;356063;1282482
64800;356529;1286577
64900;357080;1297818
65000;357993;1288208
65100;358662;1290164
65200;359438;1287479
65300;359820;1295287
65400;360381;1300772
65500;361112;1301820
65600;361618;1305478
65700;362307;1307329
65800;363246;1302561
65900;363775;1307439
66000;364169;1311922
66100;364806;1315677
66200;365478;1313436
66300;366068;1319414
66400;366542;1325640
66500;367343;1322661
66600;367858;1332572
66700;368771;1318075
66800;369467;1323638
66900;369885;1326236
67000;370219;1337231
67100;371067;1335312
67200;371584;1334040
67300;372027;1345574
67400;373185;1333995
67500;373484;1352231
67600;374299;1341635
67700;375087;1342155
67800;375471;1350931
67900;376090;1353682
68000;376820;1350093
68100;377218;1362763
68200;377966;1358710
68300;378637;1361396
68400;379382;1363200
68500;379434;1379233
68600;380467;1371714
68700;381192;1366450
68800;381907;1366340
68900;382695;1366775
69000;382970;1382115
69100;383676;1375104
69200;384507;1372723
69300;384816;1385618
69400;385926;1380017
69500;385995;1391505
69600;386840;1387140
69700;387574;1386890
69800;388009;1396716
69900;388534;1396606
70000;389161;1403133
70100;390007;1397218
70200;390673;1402738
70300;390985;1411944
70400;391894;1401873
70500;392314;1412376
70600;393201;1411209
70700;393715;1414778
70800;394190;1421102
70900;394924;1414249
71000;395651;1418118
71100;396270;1420979
71200;396873;1424595
71300;397263;1428858
71400;398039;1430217
71500;398943;1423360
71600;399459;1432890
71700;400108;1433880
71800;400658;1438189
71900;401142;1443604
72000;401839;1442979
72100;402529;1445472
72200;403113;1446624
72300;403653;1452499
72400;404383;1450064
72500;404958;1452411
72600;406001;1443451
72700;406140;1457398
72800;406708;1457768
72900;407672;1461799
73000;408402;1458556
73100;409039;1460668
73200;409343;1470107
73300;410556;1459071
73400;410647;1468805
73500;411501;1471332
73600;411913;1479023
73700;412632;1477468
73800;413544;1476152
73900;414086;1480420
74000;414704;1479661
74100;415424;1481653
74200;415939;1485991
74300;416432;1489378
74400;416958;1495390
74500;417557;1497505
74600;417869;1514108
74700;418996;1498130
74800;419715;1500412
74900;420186;1503525
75000;421157;1496348
75100;421742;1510505
75200;422199;1510570
75300;422953;1507417
75400;423509;1506521
75500;423959;1518281
75600;424671;1517393
75700;425185;1522680
75800;425746;1524721
75900;426524;1522867
76000;427515;1520613
76100;427723;1535562
76200;428220;1539850
76300;428913;1536334
76400;429805;1534446
76500;430449;1532176
76600;430983;1539198
76700;431508;1541650
76800;432249;1544244
76900;432689;1550144
77000;433672;1548829
77100;434340;1545860
77200;434712;1556762
77300;435479;1554482
77400;436021;1557632
77500;436538;1566180
77600;437345;1559042
77700;437707;1574016
77800;438313;1568081
77900;439566;1558713
78000;439804;1574214
78100;440840;1561500
78200;441229;1573093
78300;441905;1571924
78400;442546;1574356
78500;443281;1579387
78600;443577;1580672
78700;444092;1590770
78800;444897;1587098
78900;445512;1592422
79000;446496;1587336
79100;446951;1589387
79200;447927;1591054
79300;448093;1595480
79400;448551;1604922
79500;449279;1606108
79600;450127;1603734
79700;450749;1603754
79800;451582;1601694
79900;452103;1609657
80000;452394;1619562
80100;453502;1614646
80200;454020;1616048
80300;454387;1620103
80400;455483;1616552
80500;456016;1617868
80600;456357;1626792
80700;457134;1625977
80800;457596;1630404
80900;457998;1640501
81000;459102;1630599
81100;459662;1637153
81200;460040;1644957
81300;460816;1640355
81400;461373;1648705
81500;462087;1648860
81600;462893;1646517
81700;463633;1644461
81800;463801;1654926
81900;465105;1646665
82000;465005;1668628
82100;465642;1663077
82200;466937;1651876
82300;467214;1661580
82400;467990;1663516
82500;468610;1666151
82600;469600;1661183
82700;469591;1679466
82800;470724;1666936
82900;470821;1686875
83000;471423;1680861
83100;472720;1669889
83200;473306;1672142
83300;473802;1680499
83400;474283;1688383
83500;474630;1696447
83600;475646;1685591
83700;476451;1686191
83800;476918;1692449
83900;477655;1689024
84000;478348;1698043
84100;478634;1708994
84200;479597;1696398
84300;480003;1712786
84400;480916;1705384
84500;481361;1708010
84600;482160;1706547
84700;482100;1724857
84800;483199;1721535
84900;484185;1709830
85000;484521;1717047
85100;485055;1721624
85200;485809;1725011
85300;486591;1723739
85400;487203;1725028
85500;487436;1742232
85600;488291;1736043
85700;489177;1733842
85800;489725;1737200
85900;490864;1731397
86000;490939;1739643
86100;491504;1745587
86200;492330;1742864
86300;492577;1756196
86400;493324;1754319
86500;494231;1748776
86600;495071;1743578
86700;495458;1754088
86800;496408;1750218
86900;496655;1764124
87000;497385;1764919
87100;498185;1758389
87200;498727;1768704
87300;499305;1770320
87400;499618;1773308
87500;500365;1779357
87600;500903;1781504
87700;501538;1786591
87800;502307;1784874
87900;503253;1778990
88000;504177;1774431
88100;504371;1788685
88200;504780;1797829
88300;505662;1792639
88400;506395;1791639
88500;506944;1794918
88600;507623;1794782
88700;508017;1812190
88800;508704;1806982
88900;509520;1810063
89000;509860;1814503
89100;510902;1802161
89200;511512;1811282
89300;511726;1822163
89400;512781;1809933
89500;513569;1810545
89600;514167;1817025
89700;514775;1823412
89800;515116;1828298
89900;515763;1827139
90000;516409;1826665
90100;517325;1827985
90200;518144;1829055
90300;518619;1826868
90400;519224;1837223
90500;519745;1840855
90600;520725;1833724
90700;521000;1846195
90800;521595;1848720
90900;522825;1834655
91000;522814;1856538
91100;523383;1859201
91200;524279;1856992
91300;525025;1856293
91400;525595;1856188
91500;525849;1871685
91600;527260;1849454
91700;527658;1862839
91800;528392;1861467
91900;528784;1869519
92000;530018;1862062
92100;529898;1878278
92200;531075;1870176
92300;531613;1873665
92400;531943;1882831
92500;532624;1884324
92600;533057;1889785
92700;533958;1887025
92800;534609;1888698
92900;535215;1896926
93000;536074;1890114
93100;536615;1889472
93200;536969;1904596
93300;537816;1900663
93400;538243;1909402
93500;539065;1907572
93600;539409;1913423
93700;540323;1910373
93800;541120;1910310
93900;541783;1913043
94000;542621;1912954
94100;542915;1919667
94200;543810;1916236
94300;544160;1925201
94400;544567;1928262
94500;545589;1920762
94600;546398;1924340
94700;546579;1940022
94800;547120;1940967
94900;548320;1931153
95000;548568;1936229
95100;549394;1939496
95200;550077;1946165
95300;550731;1942830
95400;551196;1950788
95500;552190;1949191
95600;552254;1957634
95700;553851;1943683
95800;554146;1951828
95900;554557;1954968
96000;554938;1967337
96100;556052;1955459
96200;556137;1970878
96300;557093;1968486
96400;558156;1959971
96500;558874;1955351
96600;558834;1974554
96700;559439;1984980
96800;560225;1986523
96900;560979;1986966
97000;561859;1978427
97100;562242;1983005
97200;563251;1981383
97300;563536;1987428
97400;564492;1984070
97500;564926;1990189
97600;565380;1996380
97700;566402;1990992
97800;567030;1995148
97900;567189;2006146
98000;568048;2006148
98100;568948;1997686
98200;569561;2009735
98300;570560;2007832
98400;570762;2010415
98500;571611;2007520
98600;572272;2012415
98700;572622;2022402
98800;573417;2023808
98900;574379;2015144
99000;574481;2027692
99100;575397;2023873
99200;576066;2021842
99300;576728;2021881
99400;576944;2039797
99500;577885;2033061
99600;578804;2033598
99700;579504;2032421
99800;579815;2043687
99900;580829;2037863
100000;580895;2046838
