n;swaps;comparisons
35600;492311;512328
35700;494000;514102
35800;495536;515735
35900;497152;517443
36000;498677;519118
36100;500326;520835
36200;501915;522518
36300;503528;524229
36400;505085;525901
36500;506635;527567
36600;508275;529324
36700;509800;530924
36800;511433;532676
36900;512883;534137
37000;514254;535315
37100;515598;536496
37200;516934;537645
37300;518249;538791
37400;519598;539961
37500;520901;541099
37600;522252;542265
37700;523571;543416
37800;524879;544575
37900;526210;545708
38000;527578;546916
38100;528873;548046
38200;530182;549188
38300;531518;550351
38400;532782;551466
38500;534114;552644
38600;535422;553780
38700;536805;554984
38800;538073;556109
38900;539387;557281
39000;540693;558425
39100;542008;559572
39200;543345;560734
39300;544645;561925
39400;545919;563016
39500;547263;564240
39600;548592;565366
39700;549842;566493
39800;551245;567729
39900;552466;568828
40000;553816;570038
40100;555139;571172
40200;556429;572337
40300;557762;573514
40400;559064;574674
40500;560333;575819
40600;561651;576977
40700;562956;578131
40800;564232;579277
40900;565547;580448
41000;566990;581821
41100;568548;583438
41200;570083;585021
41300;571688;586694
41400;573256;588297
41500;574839;589921
41600;576381;591532
41700;577963;593189
41800;579590;594819
41900;581159;596444
42000;582681;598053
42100;584253;599670
42200;585830;601303
42300;587375;602928
42400;588973;604569
42500;590520;606179
42600;592078;607805
42700;593655;609414
42800;595228;611065
42900;596793;612684
43000;598336;614307
43100;599873;615929
43200;601483;617599
43300;603052;619218
43400;604612;620846
43500;606158;622496
43600;607691;624087
43700;609289;625723
43800;610835;627338
43900;612368;628991
44000;613918;630576
44100;615496;632248
44200;617046;633866
44300;618579;635511
44400;620146;637136
44500;621711;638749
44600;623255;640381
44700;624782;641989
44800;626327;643629
44900;627867;645262
45000;629395;646868
45100;631015;648566
45200;632480;650121
45300;634052;651761
45400;635628;653401
45500;637163;655046
45600;638720;656684
45700;640272;658328
45800;641808;659948
45900;643367;661572
46000;644955;663243
46100;646429;664815
46200;648004;666478
46300;649499;668074
46400;651065;669729
46500;652616;671361
46600;654145;672996
46700;655703;674634
46800;657217;676254
46900;658773;677893
47000;660322;679550
47100;661843;681156
47200;663385;682797
47300;664912;684398
47400;666421;686046
47500;667995;687720
47600;669531;689319
47700;671052;690938
47800;672551;692565
47900;674087;694220
48000;675585;695821
48100;677130;697468
48200;678671;699130
48300;680180;700692
48400;681734;702383
48500;683251;704017
48600;684819;705665
48700;686265;707252
48800;687880;708927
48900;689373;710559
49000;690897;712196
49100;692412;713812
49200;693982;715474
49300;695586;717141
49400;697214;718831
49500;698872;720534
49600;700479;722185
49700;702074;723852
49800;703675;725537
49900;705297;727204
50000;706917;728891
50100;708587;730600
50200;710188;732266
50300;711814;733964
50400;713418;735632
50500;715043;737322
50600;716650;739003
50700;718271;740697
50800;719906;742357
50900;721448;744001
51000;723102;745716
51100;724666;747371
51200;726315;749088
51300;727910;750753
51400;729540;752460
51500;731157;754136
51600;732765;755834
51700;734386;757488
51800;735941;759113
51900;737540;760816
52000;739211;762539
52100;740826;764247
52200;742403;765890
52300;744054;767618
52400;745601;769272
52500;747225;770984
52600;748801;772596
52700;750403;774307
52800;751997;775994
52900;753613;777666
53000;755193;779340
53100;756783;781011
53200;758381;782712
53300;759920;784329
53400;761603;786080
53500;763193;787764
53600;764787;789415
53700;766407;791158
53800;768017;792829
53900;769638;794534
54000;771190;796178
54100;772824;797904
54200;774443;799596
54300;775902;801200
54400;777612;802956
54500;779179;804637
54600;780777;806306
54700;782329;807972
54800;783963;809717
54900;785539;811347
55000;787105;813030
55100;788718;814744
55200;790282;816408
55300;791888;818109
55400;793482;819793
55500;795061;821477
55600;796641;823145
55700;798324;824891
55800;799815;826543
55900;801442;828245
56000;802966;829866
56100;804553;831571
56200;806157;833243
56300;807705;834914
56400;809309;836620
56500;810918;838351
56600;812479;840021
56700;814079;841701
56800;815615;843364
56900;817128;845006
57000;818758;846719
57100;820425;848496
57200;821916;850094
57300;823545;851849
57400;825145;853544
57500;826809;855256
57600;828462;856973
57700;830118;858701
57800;831834;860450
57900;833412;862118
58000;835191;863953
58100;836900;865704
58200;838449;867346
58300;840146;869104
58400;841808;870839
58500;843482;872566
58600;845242;874405
58700;846837;876071
58800;848543;877824
58900;850166;879533
59000;851800;881245
59100;853538;883031
59200;855137;884726
59300;856855;886498
59400;858517;888252
59500;860114;889950
59600;861825;891694
59700;863418;893357
59800;865071;895105
59900;866804;896902
60000;868453;898636
60100;870059;900324
60200;871742;902094
60300;873385;903827
60400;875057;905563
60500;876632;907229
60600;878321;908991
60700;879958;910726
60800;881665;912511
60900;883311;914226
61000;884916;915920
61100;886564;917663
61200;888317;919484
61300;889856;921136
61400;891598;922960
61500;893182;924629
61600;894830;926340
61700;896478;928088
61800;898146;929853
61900;899766;931548
62000;901463;933355
62100;903058;935022
62200;904737;936781
62300;906357;938493
62400;908016;940258
62500;909654;941985
62600;911273;943688
62700;912945;945436
62800;914580;947184
62900;916234;948948
63000;917889;950669
63100;919491;952397
63200;921255;954217
63300;922773;955848
63400;924413;957591
63500;926074;959371
63600;927673;961046
63700;929401;962857
63800;930997;964579
63900;932602;966299
64000;934262;968042
64100;935901;969779
64200;937539;971515
64300;939156;973239
64400;940873;975017
64500;942350;976647
64600;944060;978466
64700;945707;980194
64800;947347;981968
64900;948954;983688
65000;950616;985424
65100;952297;987202
65200;953849;988898
65300;955545;990689
65400;957158;992383
65500;958786;994130
65600;960469;995888
65700;962145;997627
65800;963832;999404
65900;965542;1001177
66000;967242;1002959
66100;968983;1004764
66200;970706;1006561
66300;972452;1008373
66400;974124;1010132
66500;975930;1011993
66600;977577;1013710
66700;979348;1015539
66800;981029;1017277
66900;982731;1019054
67000;984547;1020950
67100;986184;1022672
67200;987966;1024486
67300;989642;1026260
67400;991315;1028030
67500;993001;1029809
67600;994790;1031631
67700;996461;1033385
67800;998209;1035212
67900;999890;1036998
68000;1001574;1038734
68100;1003315;1040583
68200;1004959;1042293
68300;1006763;1044168
68400;1008341;1045841
68500;1010087;1047658
68600;1011800;1049461
68700;1013541;1051288
68800;1015194;1053066
68900;1016842;1054775
69000;1018591;1056589
69100;1020309;1058394
69200;1021993;1060182
69300;1023765;1062038
69400;1025406;1063767
69500;1027126;1065549
69600;1028789;1067316
