n;swaps;comparisons
79400;334735;1187448
79500;328958;1192082
79600;333346;1194166
79700;332097;1199803
79800;333158;1195638
79900;328652;1193427
80000;333208;1195722
80100;329619;1198850
80200;331901;1210603
80300;336141;1201770
80400;335185;1202898
80500;332922;1205003
80600;334394;1211094
80700;333295;1205975
80800;328825;1223524
80900;341951;1201298
81000;337044;1221857
81100;337132;1218414
81200;335309;1218625
81300;335800;1221329
81400;344391;1218833
81500;334803;1222385
81600;338786;1218165
81700;334822;1227105
81800;337799;1222863
81900;337360;1229662
82000;336502;1228551
82100;340987;1226049
82200;343522;1229753
82300;343395;1236651
82400;345359;1233414
82500;342516;1232190
82600;342328;1237409
82700;342982;1239370
82800;339390;1239644
82900;346875;1237942
83000;347984;1248306
83100;341256;1246250
83200;345882;1237715
83300;345120;1246843
83400;345694;1248875
83500;347436;1248592
83600;349080;1249533
83700;345598;1256192
83800;343036;1262824
83900;345061;1262653
84000;353685;1260914
84100;347810;1255565
84200;348250;1255419
84300;346825;1269641
84400;355120;1269851
84500;350212;1267884
84600;354298;1268431
84700;346544;1267735
84800;354380;1274728
84900;353844;1276794
85000;355818;1274099
85100;352281;1279774
85200;352553;1272885
85300;353445;1279480
85400;350143;1275464
85500;355324;1275300
85600;351277;1279217
85700;355220;1286149
85800;352955;1287679
85900;355136;1292255
86000;356525;1285775
86100;361011;1290145
86200;359643;1286078
86300;355048;1289879
86400;358593;1297502
86500;361330;1300448
86600;356994;1307392
86700;358760;1299321
86800;359292;1298946
86900;358336;1306128
87000;359874;1308930
87100;356381;1308828
87200;357375;1302425
87300;368087;1309155
87400;363756;1317432
87500;359485;1313285
87600;368197;1317745
87700;358247;1317568
87800;361827;1312185
87900;368475;1318648
88000;367860;1320279
88100;367650;1321665
88200;365689;1323274
88300;368761;1329256
88400;363576;1328373
88500;370193;1319368
88600;366081;1329968
88700;367890;1332141
88800;365491;1330560
88900;367711;1335547
89000;365446;1329588
89100;366386;1339573
89200;370478;1343977
89300;365539;1345095
89400;373055;1340810
89500;373843;1339390
89600;371739;1346051
89700;373413;1347162
89800;382565;1345766
89900;369967;1353020
90000;378299;1355322
90100;372180;1347718
90200;371985;1358694
90300;373535;1364114
90400;376974;1356400
90500;368688;1361929
